seaport_id,seaport_name,country_id,latitude,longitude
USS67,Saint Paul Park,US,44.8333,-92.9833
US6TT,Saint Pete Beach,US,27.7167,-82.7333
USPIE,Saint Petersburg,US,27.7667,-82.6833
USXTM,Saint Thomas,US,39.9167,-77.7833
USIOR,Samoa,US,40.7833,-124.2
USZSI,San Acacio,US,37.2,-105.55
USSAN,San Diego,US,32.7,-117.15
USZXZ,San Lucas,US,36.1167,-121.0167
USBMH,Sandoval,US,38.6167,-89.1167
USZDS,Sands Point,US,40.85,-73.7167
USYSG,Sandy Springs,US,33.9167,-84.3667
USFU7,Sanford,US,43.6667,-84.3667
USJQJ,Santa Rosa Beach,US,30.4,-86.2333
USRO2,Santa Rosa Island,US,33.95,-120.1
USSA6,Santee,US,33.4667,-80.4833
USSRN,Saranac,US,42.9167,-85.2
USZOR,Sarasota,US,27.3333,-82.5333
USS4Y,Sarita,US,27.2167,-97.7833
USZOP,Satsop,US,47.0,-123.4667
USTSA,Savannah,US,35.2167,-88.2333
USXNA,Sayreville,US,40.45,-74.35
USQJZ,Scales Mound,US,42.4667,-90.25
USS44,Scio,US,44.7,-122.8333
USXOT,Scott,US,33.5833,-91.0667
USSTZ,Scottsdale,US,33.5,-111.8833
USTTS,Scottsville,US,37.7833,-78.4833
US7OL,Sea Cliff,US,40.8333,-73.6333
USYSB,Sebree,US,37.6,-87.5167
USSE4,Sedan,US,37.1167,-96.1833
USOSM,Selma,US,32.4073589,-87.0211007
USXSK,Shaker Heights,US,41.4667,-81.5333
USSR4,Shalimar,US,30.45,-86.5833
USYSH,Shamokin,US,40.7833,-76.55
USYSD,Shedd,US,44.45,-123.1
USNE5,Shelby,US,41.1833,-97.4167
USZ4X,Sheldon,US,45.3,-90.95
USXSI,Shelter Island,US,41.0667,-72.3333
USZSO,Sherborn,US,42.2333,-71.3667
USXSH,Shingle Springs,US,38.65,-120.9167
USSBQ,Ship Bottom,US,39.65,-74.1833
USIPX,Ship Island,US,30.2,-88.95
USXSY,Short Hills,US,40.7333,-74.3167
USS7I,Sidney,US,37.6167,-82.35
USSI7,Sierra Vista,US,37.15,-120.2833
USZVA,Silva,US,37.1667,-90.4667
USVKY,Silver Grove,US,39.0333,-84.3833
USXVN,Silverton,US,45.0,-122.7667
US2SI,Sinton,US,28.0333,-97.5
USYER,Sisters,US,44.2833,-121.5333
USSI2,Sledge Island,US,64.4833,-166.2
USSK4,Smackover,US,33.35,-92.7167
USYSV,Smelterville,US,47.5333,-116.1667
USITN,Smithton,US,40.15,-79.7333
USYSK,Smokey Point,US,48.15,-122.1667
USS7Y,Smyrna,US,34.75,-76.5167
USSE3,Soap Lake,US,47.3833,-119.4833
USYSS,Soda Springs,US,42.65,-111.6
USOMU,Solomons,US,38.3167,-76.45
USSS3,Somerset,US,41.7333,-71.1667
USODT,South Dartmouth,US,41.5833,-70.9333
USYSY,South Glastonbury,US,41.6833,-72.5833
USZYX,South Hamilton,US,42.6,-70.8667
USXSJ,South Jordan,US,40.55,-111.9167
USS7K,South Kingstown,US,41.4333,-71.5167
USAA9,South Mills,US,36.4333,-76.3167
US2OG,South Ogden,US,41.1833,-111.9667
USPXD,South Padre Island,US,26.1,-97.15
USSPT,South Saint Paul,US,44.8833,-93.05
USS8K,South Salt Lake,US,40.7167,-111.8833
USQSW,South Walpole,US,42.1,-71.25
USIOH,South Willamsport,US,41.2333,-77.0
USUWH,South Windham,US,41.6833,-72.1667
USHH7,Southhaven,US,34.9833,-90.1167
US7BA,Speedwell,US,36.45,-83.8667
USRWQ,Spencer,US,39.2833,-86.75
USECR,Spencer,US,35.6833,-80.4333
USLX8,Spillville,US,43.2,-91.95
USXXO,Spotsylvania,US,38.2,-77.5833
USQSG,Spring Green,US,43.1667,-90.0667
USSG3,Spring Grove,US,42.4333,-88.1833
USZSG,Spring Grove,US,39.8667,-76.85
USS3G,Spring Grove,US,37.2667,-79.85
USYSP,Sproul,US,40.2667,-78.45
USSR9,Stansbury park,US,40.6333,-112.2833
USYRX,Star,US,35.4,-79.7833
USRL5,Starlight,US,38.4,-85.8833
USXAR,Starr,US,34.3667,-82.6833
USUYU,Staten Island,US,40.5833,-74.15
USQQX,Steelton,US,40.2333,-76.8333
USTEP,Stephentown,US,42.5333,-73.3667
USSGI,Sterling,US,41.7833,-89.6833
USZSB,Stevensburg,US,38.4333,-77.9
USSKT,Stickney,US,41.8167,-87.7667
USLLM,Stillmore,US,32.4333,-82.2
USTIS,Stillwater,US,45.05,-92.8
USTK9,Stockett,US,47.35,-111.1667
USSCK,Stockton,US,37.95,-121.2833
USSGN,Stonington,US,41.3333,-71.9
USS8T,Stony Point,US,41.2167,-73.9833
USSO9,Stookey,US,38.5,-90.0833
USZST,Stormville,US,41.5667,-73.7333
USVOW,Stow,US,42.15,-79.4
USQST,Stoystown,US,40.1,-78.9333
USTFO,Stratford,US,44.8,-90.0667
USHJD,Sugar City,US,43.8667,-111.7333
USZSU,Sugarcreek,US,40.5,-81.6333
USASZ,Sumiton,US,33.75,-87.05
USSK3,Summerland Key,US,24.65,-81.45
USSUT,Sunny Point,US,33.9833,-77.95
USUIT,Susitna,US,61.5333,-150.5
USZSD,Sutherland,US,37.1833,-77.55
USZYY,Suttons Bay,US,44.9667,-85.65
USZS2,Swoope,US,38.15,-79.2
USYL9,Sylvania,US,41.7167,-83.7
USTB3,Tabor,US,42.9333,-97.65
USQTB,Tabor City,US,34.1333,-78.8667
USTCH,Taconite Harbor,US,47.5167,-90.9167
USTFT,Taft,US,29.9833,-90.4333
USTA3,Tahuya,US,47.3667,-123.05
USZAO,Taintor,US,41.5,-92.7333
USYTL,Talent,US,42.2333,-122.7833
USTA2,Talihina,US,34.75,-95.0333
USTRK,Tamarac,US,26.2,-80.25
USTMM,Tamms,US,37.2333,-89.2667
USXTS,Tams,US,37.65,-81.3
USTBJ,Tanaga Bay,US,51.7333,-178.0333
USZTG,Tangent,US,44.5333,-123.1
USTWZ,Tarrytown,US,41.0667,-73.8667
USTDI,Tatoosh Island,US,48.3833,-124.7333
USTNE,Tavernier,US,25.0,-80.5167
USUTA,Tchula,US,33.1833,-90.2167
USTMZ,Tecumseh,US,36.5833,-92.3
USTSL,Ten Sleep,US,44.0333,-107.45
USZNH,Tenants Harbour,US,43.95,-69.2167
USVVC,Terra Bella,US,35.95,-119.0333
USNJQ,Terrebonne,US,44.35,-121.1667
USQTY,Terry,US,32.0833,-90.2833
USCY2,The Colony,US,33.0833,-96.8833
USOJL,Thenard,US,33.7833,-118.2333
USTPS,Thompson,US,41.6833,-81.05
USTHF,Thompson Falls,US,47.6,-115.35
USTPW,Thompsontown,US,40.8167,-78.6167
USQTF,Three Forks Junction,US,45.8833,-111.5833
USOI7,Three Oaks,US,41.7833,-86.6
USXTN,Tiburon,US,37.8667,-122.45
USZTR,Tillar,US,33.7,-91.45
USXTE,Timmonsville,US,34.1333,-79.9333
USTSI,Tishomingo,US,34.25,-96.6833
USQTH,Tomah,US,43.9667,-90.5
USYTO,Tomhicken,US,40.9667,-76.0833
USTKN,Tomkins Cove,US,41.25,-73.9833
USQTO,Tonica,US,41.2,-89.0667
USQTN,Tornillo,US,31.4333,-106.0833
USZTU,Toughkenamon,US,39.8167,-75.75
UST5W,Tow,US,30.8833,-98.4667
USTC4,Town and Country,US,38.6,-90.45
USTFG,Trafalgar,US,39.4,-86.15
USTFR,Transfer,US,41.3167,-80.4167
UST2R,Trempealeau,US,44.3333,-91.5167
US8YI,Tres Pinos,US,36.7833,-121.3167
USTNV,Triangle,US,38.55,-77.3333
USYTC,Tri-Cities,US,46.25,-119.1167
USQTI,Trinity,US,33.5833,-85.8667
USOYY,Troy,US,38.0,-86.8
USTRY,Troy,US,42.7167,-73.6833
USTMN,Trumann,US,35.6667,-90.5
USZNT,Tryon,US,35.2,-82.2333
USXTY,Tuckahoe,US,40.8833,-72.4
USUQQ,Tulalip,US,48.0667,-122.2833
USTNI,Tunica,US,34.6833,-90.3667
USTP2,Tupper Lake,US,44.2167,-74.4667
USM4U,Turners Falls,US,42.5833,-72.55
USTT9,Tuscan,US,42.5833,-74.7667
USTW2,Twin Lake,US,43.35,-86.15
USZYI,Tybee Island,US,32.0,-80.8333
US4TP,Ulm,US,34.5667,-91.45
US3DV,Ulupalakua,US,20.65,-156.3833
US9QA,Umpqua,US,43.35,-123.4667
USZUC,Union Center,US,43.6833,-90.2667
USYUG,Union Gap,US,46.55,-120.4667
USUT2,Uniontown,US,37.7667,-87.9333
USUHI,Unity,US,44.6,-69.3333
USUKK,University Park,US,32.85,-96.8
USYUP,Upper Brookville,US,40.8333,-73.55
USQUS,Upper Saint Regis,US,44.4,-74.2667
USUWC,Uwchland,US,40.0667,-75.6833
USUXX,Uxbridge,US,42.0667,-71.6167
US8QA,Vallecito,US,38.0833,-120.4667
USVLS,Van Alstyne,US,33.4167,-96.5667
USVBE,Van Buren,US,42.6667,-90.7167
USVGS,Vanceburg,US,38.6,-83.3167
USYVR,Varnell,US,34.9,-84.9667
USYVI,Vashon Island,US,47.4167,-122.4667
USVN3,Venice,US,29.2667,-89.35
USVNT,Ventura,US,34.2667,-119.2833
USVE9,Vermilion,US,41.4167,-82.35
USVKB,Vicksburg,US,42.1167,-85.5167
US3DU,Victor,US,38.1333,-121.2
USVMD,Vienna,US,38.4833,-75.8167
USVJ2,Villard Junction,US,46.1667,-119.0
US3TR,Vineburg,US,38.2667,-122.4333
USVED,Vineyard,US,40.3167,-111.75
USVOT,Violet,US,29.8833,-89.8833
USVIR,Viroqua,US,43.55,-90.8833
USWR4,Wading River,US,40.95,-72.8333
USWY2,Wadley,US,33.1167,-85.5667
USWW9,Wadmalaw Island,US,32.6667,-80.1667
USQWD,Waelder,US,29.6833,-97.2833
USWG2,Waggaman,US,29.9167,-90.2
US9AI,Waianae,US,21.4333,-158.1833
USWH7,Waianae,US,21.4333,-158.1833
USWA7,Wakeman,US,41.25,-82.3833
US8UY,Waldo,US,40.45,-83.0667
USWU7,Walnut,US,41.4667,-95.2167
USH9S,Walnut Shade,US,36.7167,-93.1833
USWA4,Walsh,US,37.3833,-102.2667
USYWD,Ward,US,33.85,-81.7167
USASS,Ware Shoals,US,34.3833,-82.2333
USVWR,Warren,US,45.8167,-122.85
USWZS,Warsaw,US,38.7833,-84.9
USWTU,Wartburg,US,36.1,-84.5833
USKJH,Washington,US,41.65,-73.3167
USWAB,Washington,US,33.7333,-82.7333
USW9A,Washington Terrace,US,41.1667,-111.9667
USWVA,Water Valley,US,34.15,-89.6167
USWPF,Waterproof,US,31.8,-91.3667
US999,Waterville,US,41.2167,-76.3667
USUGN,Waukegan,US,42.35,-87.8333
USWQU,Wauna Range,US,46.15,-123.4
USWUP,Waupaca,US,44.35,-89.0833
USZAL,Waverly Hall,US,32.6833,-84.7333
USYWZ,Wayzata,US,44.9667,-93.5
USXBW,Webb City,US,37.1333,-94.45
USEOM,Welcome,US,30.05,-90.8667
USWCO,Welcome,US,35.9,-80.25
US3OL,Wellfleet,US,41.9333,-70.0333
USWNH,Wentworth,US,43.8667,-71.9167
USWEQ,West Allis,US,43.0167,-88.0
USWBM,West Boylston,US,42.3667,-71.7833
US4WR,West Glocester,US,41.9167,-71.7833
USL3Y,West Grove,US,39.8167,-75.8167
USYWE,West Homestead,US,40.3833,-79.9
USWLQ,West Long Branch,US,40.2833,-74.0167
USJWQ,West Milton,US,39.95,-84.3167
US3TU,West Newton,US,42.35,-71.2333
USWOT,West Point,US,41.3833,-73.95
USWR3,West Portsmouth,US,38.75,-83.0167
USZDG,West Reading,US,40.3333,-75.9333
USXTR,West Rutland,US,43.5833,-73.0333
USYLY,West Sayville,US,40.7333,-73.1
USWMU,West Yarmouth,US,41.65,-70.25
USWEP,Westampton,US,40.0167,-74.8333
USWY7,Weston,US,44.6333,-105.3333
USZXQ,Westover,US,38.1167,-75.7
USWPT,Westport,US,46.8900903,-124.1040613
US3DC,Westwood,US,34.05,-118.4167
USWWI,Weyauwega,US,44.3167,-88.9167
USU3V,Weybridge,US,44.05,-73.2
USYWH,Whately,US,42.4333,-72.6333
USWKT,Whitakers,US,36.1,-77.7
USXWE,White Lake,US,45.15,-88.75
USZTP,White Pine,US,46.75,-89.5833
USXWT,Whitestown,US,39.9833,-86.3333
USWQA,Whitman,US,42.0833,-70.9333
USWCP,Wicker Park,US,41.9,-87.6667
USYWI,Wilcox,US,41.5667,-78.6833
USVTD,Wilder,US,43.6667,-72.3167
USYWA,Willacoochee,US,31.3333,-83.0333
USIIW,Williams,US,39.15,-122.15
USIIM,Williamston,US,42.6833,-84.2833
USQWL,Willimantic,US,41.7,-72.2
USW26,Willow Park,US,32.75,-97.65
USWMA,Wilma,US,46.6667,-117.1333
USWTN,Wilmington,US,33.7667,-118.2667
USILM,Wilmington,US,34.2167,-77.9333
USWMJ,Windham,US,41.7,-72.15
USQZJ,Windsor,US,44.3,-69.5667
USWGX,Wingate,US,32.05,-100.1167
USZTK,Winnetka,US,42.1,-87.7333
USONA,Winona,US,44.05,-91.6333
USWNS,Winsted,US,41.9167,-73.05
USZIW,Winter Springs,US,28.6833,-81.3
USWQZ,Wintersville,US,40.3667,-80.7
USWNF,Wisconsin Dells,US,43.6167,-89.7667
USXWO,Wolcott,US,41.6,-72.9833
USTIE,Wolcottville,US,41.5167,-85.3667
USWFB,Wolfeboro,US,43.5833,-71.2
US8DC,Woodacre,US,38.0,-122.6333
US8TT,Woodbury,US,41.35,-74.1
USUO4,Woodfin,US,35.6333,-82.5833
USWO7,Woodgate,US,43.5167,-75.15
US8XC,Woodmere,US,40.6167,-73.7
US8XD,Woodmere,US,41.45,-81.4667
USWDZ,Woodside,US,40.7532952,-73.9068973
USWOV,Woodsville,US,44.1333,-72.0167
USYWR,Woolrich,US,41.1833,-77.3667
USWXS,Wrightstown,US,44.3167,-88.1667
USWUR,Wurtland,US,38.55,-82.7667
USXYT,Wyatt,US,41.5167,-86.1667
USZWK,Wyckoff,US,41.0,-74.1667
USQWW,Wynnewood,US,40.0,-75.2667
USYAZ,Yazoo City,US,32.85,-90.4
USYOK,Yoke Bay,US,52.0167,-176.0333
USYKB,York Beach,US,43.1667,-70.6
USZYH,York Harbor,US,43.1333,-70.6333
USYTW,Youngstown,US,43.2333,-79.05
US8PR,Zamora,US,38.7833,-121.8667
USZR9,Zirconia,US,35.2333,-82.4
USZUM,Zumbrota,US,44.2833,-92.6667
USCHI,Port of Chicago,US,41.8333333,-87.6333333
USORF,Port of Norfolk,US,36.8973,-76.3476
USLAX,Port of Los Angeles,US,33.7166667,-118.41
USSAV,Port of Savannah,US,32.0333333,-81.1166667
USOAK,Port of Oakland,US,37.8333333,-122.3
USMIA,Port of Miami,US,25.7666667,-80.1666667
USMEM,Port of Memphis,US,35.0666667,-90.1666667
USALB,Albany,US,42.652341,-73.755086
USANC,Anchorage,US,61.2063,-149.931
USAQW,Abbottstown,US,39.883,-76.983
USBOS,Boston,US,42.373,-71.0435
USBPT,Beaumont,US,30.080174,-94.1265562
USCDE,Camden,US,39.9259463,-75.1196199
USCHS,Charleston,US,32.79487,-79.914565
USCHT,Chester,US,39.849557,-75.3557457
USCPT,Carpinteria,US,34.39866,-119.518162
USCRP,Corpus Christi,US,27.8005828,-97.396381
USCRW,Charleston,US,38.349862,-81.631863
USCVG,Cincinnati,US,39.1031182,-84.5120196
USDBQ,Dubuque,US,42.5005583,-90.6645718
USDCY,Dill City,US,35.283,-99.133
USDIJ,Delhi,US,39.1,-84.6
USDKH,Old Rock Hill,US,31.0,-83.567
USDSM,Des Moines,US,41.585734,-93.624048
USDTC,Delta,US,38.75,-108.067
USDUT,Dutch Harbor,US,53.8898,-166.5421999
USDWQ,Downsville,US,42.067,-74.983
USEAZ,Mechanic Falls,US,44.1,-70.383
USECH,East Chicago,US,41.6392024,-87.4547635
USEFS,Etiwanda,US,34.117,-117.517
USEGH,Effingham,US,34.05,-79.75
USEIF,Madeira Beach,US,27.783,-82.783
USEJK,Macks Creek,US,37.95,-92.967
USENW,Kenosha,US,42.587007,-87.825115
USEQW,Elwood,US,34.433,-119.883
USERI,Erie,US,42.130053,-80.086061
USEZX,Port Elizabeth,US,39.31667,-74.98333
USFAV,Fall River,US,41.7,-71.167
USFDF,Fairfield,US,35.533,-76.217
USFGQ,Farmingville,US,40.817,-73.017
USFGX,Fairfield,US,33.583,-83.817
USFPO,Freeport,US,28.9541368,-95.3596617
USFTA,Forest Park,US,34.433,-92.383
USFVP,Fairview Park,US,41.433,-81.85
USGGE,Georgetown,US,33.376834,-79.2944964
USGJQ,Glen Ridge,US,40.8,-74.2
USGLC,Gloucester City,US,39.89223,-75.116706
USGLS,Galveston,US,29.3013479,-94.7976958
USGOH,Goshen,US,41.85,-73.233
USGPT,Gulfport,US,30.3674198,-89.0928155
USGPW,Grosse Point Woods,US,42.433,-82.9
USGSQ,Gasport,US,43.183,-78.567
USGUM,Gulfmex Lightering Area,US,27.75,-90.833
USGXR,Gold River,US,38.6,-121.267
USHCJ,Witchita,US,37.68333,-97.33333
USHID,Hidalgo,US,26.1,-98.267
USHJS,Harbor Island,US,27.867,-97.067
USIEG,Ingleside,US,42.367,-88.133
USILG,Wilmington,US,39.744655,-75.5483909
USINL,International Falls,US,48.6023149,-93.4040679
USITO,Hilo,US,19.7241106,-155.0868193
USJAM,Jackman,US,45.617,-70.233
USJAX,Jacksonville,US,30.389696,-81.5419
USJBK,Berkeley,US,37.31806,-77.17972
USJCQ,Warrensburg,US,39.917,-89.05
USJCX,Jacinto City,US,29.767,-95.233
USJFZ,Jefferson,US,36.417,-81.467
USJIO,Saint Marys,US,41.41667,-78.55
USJJQ,Meadows of Dan,US,36.733,-80.383
USKAJ,Land O'Lakes,US,28.217,-82.45
USKKV,Miami River,US,25.767,-80.183
USLAT,Los Alamitos,US,33.8,-118.067
USLCH,Lake Charles,US,30.2,-93.2833
USMES,Minneapolis,US,44.977753,-93.2650108
USMNH,Manhattan/New York,US,40.783,-73.967
USMOB,Mobile,US,30.6953657,-88.0398912
USMRH,Morehead City,US,34.7229391,-76.7260436
USMRT,Morristown,US,44.5864488,-75.6482908
USMSY,New Orleans,US,29.9510658,-90.0715323
USMTW,Manitowoc,US,44.088539,-87.658522
USNDB,North Dartmouth,US,41.633,-70.967
USNEW,Destrehan,US,29.9429828,-90.3517469
USNOQ,Nelsonia,US,37.817,-75.583
USNQV,New London,US,39.583,-91.4
USNTS,North Charleston,US,32.90567,-79.96115
USNWZ,Newington,US,43.1,-70.817
USOCX,Ocean View,US,38.9,-75.167
USOMA,Omaha,US,41.2565369,-95.9345034
USOZN,South Ozone Park,US,40.667,-73.817
USPAE,Everett,US,47.9789848,-122.2020795
USPAY,Perth Amboy,US,40.5,-74.2666
USPDX,Portland,US,45.511841,-122.675634
USPEF,Port Everglades,US,26.1,-80.133
USPFN,Panama City,US,30.1588129,-85.6602058
USPHL,Philadelphia,US,39.908,-75.1695
USPLL,Port Allen,US,30.45,-91.2
USPLV,Port Lavaca,US,28.6,-96.617
USPNS,Pensacola,US,30.420567,-87.217816
USPVD,Providence,US,41.8,-71.3833
USPWM,Portland,US,43.6590993,-70.2568189
USQHH,Ambrose Channel Light,US,40.45,-73.833
USQJC,Lake Park,US,43.45,-95.317
USQOC,Port Orchard,US,47.533,-122.633
USQRT,Port Arthur,US,29.88333,-93.91667
USQSS,St Clair Shores,US,42.48333,-82.88333
USRCH,Richmond,US,39.278622,-93.9768876
USRJQ,Roggen,US,40.167,-104.367
USROJ,Ronks,US,40.017,-76.167
USRUX,Barboursville,US,38.167,-78.267
USRWC,Redwood City,US,37.4852152,-122.2363548
USRWR,Port Washington,US,40.81667,-73.68333
USRYK,Rockaway Parks,US,40.567,-73.833
USRYN,Roslyn Heights,US,40.783,-73.633
USSAB,Sabine,US,30.5639831,-93.6509005
USSEA,Seattle,US,47.6062095,-122.3320708
USSFO,San Francisco,US,37.77916,-122.420049
USSFY,Springfield,US,42.101355,-72.588234
USSJC,San Jose,US,37.338902,-121.890434
USSLM,Salem,US,38.6269929,-88.9456158
USSRE,Saint Rose,US,29.95,-90.317
USSSI,Brunswick,US,31.149678,-81.491586
USSTP,Saint Paul,US,44.9537029,-93.0899578
USSUL,Port Sulphur,US,29.467,-89.683
USSXF,San Mateo,US,35.3314225,-107.6431104
USTAJ,Alta Loma,US,34.117,-117.583
USTBW,Point Barrow,US,71.283,-156.667
USTBZ,Tubac,US,31.617,-111.05
USTIW,Tacoma,US,47.2528768,-122.4442906
USTJB,Brilliant,US,40.25,-81.217
USTJJ,Platte,US,39.35,-94.767
USTLQ,Hilton,US,43.283,-77.617
USTOZ,Low Moor,US,37.783,-79.883
USTPA,Tampa,US,27.950575,-82.4571776
USTQT,Tionesta,US,41.483,-79.45
USTSX,Mauston,US,43.833,-90.633
USTUV,Gertrude Cove,US,51.933,177.45
USUCR,Urbancrest,US,39.9,-83.083
USVDZ,Valdez,US,61.1,-146.2
USVIX,Viola,US,39.0428907,-75.5718695
USVQV,Nashville,US,42.6,-85.083
USVXJ,Claves,US,40.533,-84.733
USWKB,Wilkes Barre,US,41.21667,-75.86667
USWMP,Whitmore Lake,US,43.417,-75.9
USWNK,Winooski,US,44.483,-73.2
USWPB,Wills Point,US,29.75,-90.0
USWRP,Winterthur,US,39.8,-75.617
USWUS,Williamsburg,US,41.667,-92.017
USWXB,White Oak,US,40.333,-79.8
USWYZ,Wayzata,US,44.96667,-93.5
USXMY,Clallam Bay,US,48.267,-124.267
USXZW,Willianstown,US,43.417,-75.883
USYEC,Winneconne,US,44.117,-88.733
USYEJ,Keyes,US,37.55,-120.9
USYNM,Saint Marys,US,39.38333,-81.2
USYSC,Chelsea,US,33.333,-86.617
USYST,Winchester,US,47.25,-119.717
USYTJ,Bartow,US,38.533,-79.783
USYUD,Naples,US,43.967,-70.6
USYXB,Cypress Bend,US,33.6,-91.2
USZKL,Tarpon Springs,US,28.1461248,-82.7567679
USZWB,Breezewood,US,39.9991865,-78.2388071
VCCRP,Campden Park,VC,13.1667,-61.2333
VCKTN,Kingstown,VC,13.1333,-61.2167
VCCAN,Canouan Island,VC,12.717,-61.317
VCGRG,Georgetown,VC,13.267,-61.117
VCSVD,Saint Vincent,VC,13.2509747,-61.1863473
VISTT,Saint Thomas,VI,18.35,-64.9333
VILIB,Limetree Bay,VI,17.6908086,-64.7493118
GDSTG,Saint George's,GD,12.0560975,-61.7487996
TCGDT,Grand Turk Island,TC,21.4674584,-71.1389101
TCNCA,North Caicos,TC,21.8673461,-71.975699
TCPLS,Providenciales,TC,21.7737654,-72.271908
TCXSC,South Caicos,TC,21.5112365,-71.51898
VGJVD,Jost Van Dyke,VG,18.45,-64.733
VGNIS,Norman Island,VG,18.317,-64.617
VGPUR,Port Purcell,VG,18.417,-64.6
VGSHO,Sopers Hole,VG,18.383,-64.7
VGTOV,Tortola,VG,18.4334704,-64.6332782
ALSAR,Sarande,AL,39.8833,20.0
ALSHG,Shengjin,AL,41.8,19.5667
ALVOA,Vlore,AL,40.4667,19.4833
ALBUT,Butrint,AL,41.153332,20.168331
ALDRZ,Durres,AL,41.3245904,19.4564686
ALHMR,Himare,AL,40.133,19.717
ATAWH,Altenworth,AT,48.3833,15.85
ATATN,Asten,AT,48.2167,14.4
ATSXA,Bernhardsthal,AT,48.6833,16.8667
ATBFS,Bischofshofen,AT,47.4167,13.2167
ATBOE,Bohlerwenk,AT,47.9833,14.75
ATBRZ,Bregenz,AT,47.5,9.7667
ATDWA,Deutsch Wagram,AT,48.3,16.5667
ATDKZ,Deutschkreutz,AT,47.6,16.6333
ATERR,Dobermannsdorf,AT,48.6,16.8167
ATNNN,Donnerskirchen,AT,47.9,16.6333
ATDRO,Dross,AT,48.45,15.5667
ATDUE,Durnstein,AT,48.3833,15.5167
ATEBR,Ebreichsdorf,AT,47.95,16.4
ATEWD,Eibiswald,AT,46.6833,15.8333
ATBRI,Engabrunn,AT,48.45,15.75
ATERO,Engelmannsbrunn,AT,48.45,15.8833
ATDFC,Engerwitzdorf,AT,48.35,14.45
ATERL,Erl,AT,47.6667,12.1667
ATEPD,Erpersdorf,AT,48.3333,15.9
ATFSU,Faistenau,AT,47.7667,13.2167
ATLKN,Falkenstein,AT,48.7167,13.5833
ATFHR,Fehring,AT,46.9333,16.0
ATFPS,Fulpmes,AT,47.15,11.35
ATGA6,Gamlitz,AT,46.7167,15.55
ATGDN,Gmunden,AT,47.9167,13.8
ATGFS,Greifenstein,AT,48.3333,16.2333
ATGRN,Grein,AT,48.2167,14.8333
ATSWH,Gross-Schweinbarth,AT,48.4,16.6167
ATGSN,Gutenstein,AT,47.8667,15.8833
ATDOF,Hadersdorf,AT,48.45,15.7167
ATHKM,Hadersdorf-Kammern,AT,48.45,15.7167
ATLTX,Hainfeld,AT,48.0333,15.7667
ATGHH,Haugsdorf,AT,48.7,16.0667
ATITN,Hausleiten,AT,48.3833,16.1
ATTEN,Hausmannstatten,AT,46.9833,15.5
ATBNN,Hobersbrunn,AT,48.5,16.5667
ATEIN,Hoflein,AT,48.0667,16.7833
ATZIN,Inzersdorf an der Traisen,AT,48.3167,15.6667
ATJPS,Japons,AT,48.7833,15.5667
ATZLF,Jetzelsdorf,AT,48.7,16.05
ATJDD,Judendorf,AT,47.1167,15.35
ATKAM,Kammern im Liesingtal,AT,47.4,14.9
ATKTT,Kematen in Tirol,AT,47.25,11.2667
ATZRF,Ketzelsdorf,AT,48.65,16.65
ATKFD,Knittelfeld,AT,47.2,14.8167
ATKMB,Krummnussbaum,AT,48.2167,15.1667
ATGHJ,Krustetten,AT,48.36056,15.66426
ATLZD,Langenzersdorf,AT,48.3,16.35
ATLUA,Lembach,AT,48.4833,13.8833
ATLTS,Leutschach,AT,46.6667,15.4667
ATIEG,Limberg,AT,48.5833,15.8667
ATMAN,Manning,AT,48.0833,13.6667
ATMAB,Marbach an der Donau,AT,48.2167,15.15
ATMKA,Markt Allhau,AT,47.2333,16.0833
ATMKC,Mitterkirchen,AT,48.1833,14.7
ATMBS,Morbisch am See,AT,47.75,16.6667
ATNT9,Muthmannsdorf,AT,47.8333,16.1
ATNGG,Neudegg,AT,48.4833,15.8833
ATNFN,Neufelden,AT,48.4833,13.9833
ATNAD,Neuhofen an der Ybbs,AT,48.05,14.85
ATND2,Nickelsdorf,AT,47.9333,17.0667
ATNUZ,Nuziders,AT,47.1833,9.8
ATXAE,Oehling,AT,48.1,14.8
ATGGU,Oggau,AT,47.8333,16.6667
ATOSH,Ottensheim,AT,48.3333,14.1833
ATPBU,Persenbeug,AT,48.1833,15.0667
ATPET,Petzenkirchen,AT,48.1333,15.15
ATPAS,Podersdorf am See,AT,47.85,16.8333
AT7PZ,Prinzersdorf,AT,48.2,15.5167
ATRAD,Radstadt,AT,47.3833,13.45
ATRHN,Ranshofen,AT,48.2333,13.0
ATETZ,Rietz,AT,47.2833,11.05
ATRHR,Rohrau,AT,48.0667,16.85
ATRRF,Ruhrsdorf,AT,48.4,15.5
ATSAK,Sankt Aegidi,AT,48.4833,13.75
ATSGS,Sankt Georgen bei Salzburg,AT,47.9833,12.8833
ATSMR,Sankt Margarethen an der Raab,AT,47.05,15.75
ATFBZ,Sankt Stefan ob Stainz,AT,46.9167,15.25
ATSUH,Sankt Ulrich,AT,48.6,16.7667
ATSVM,Sankt Veit im Muhlkreis,AT,48.4667,14.15
ATSMK,Schonau im Muhlkreis,AT,48.3833,14.7333
ATTTL,Schrattenthal,AT,48.7,15.9
ATSAG,Schutzen am Gebirge,AT,47.85,16.6167
ATSFT,Senftenberg,AT,48.4333,15.55
ATSPG,Spannberg,AT,48.45,16.7333
ATSPZ,Spitz,AT,48.3667,15.4167
ATSTD,Steeg,AT,47.6,13.6333
ATSSS,Steinberg,AT,47.4833,16.4833
